2	(13062	340	13238)	(13238	826	13062)	0.905263158
2	(12166	340	5161)	(5161	826	12166)	0.905263158
2	(5126	340	1899)	(1899	826	5126)	0.905263158
2	(12137	340	5387)	(5387	826	12137)	0.905263158
2	(12549	340	14231)	(14231	826	12549)	0.905263158
2	(13062	340	7457)	(7457	826	13062)	0.905263158
2	(13062	340	2982)	(2982	826	13062)	0.905263158
2	(1614	340	4725)	(4725	826	1614)	0.905263158
2	(7908	340	11740)	(11740	826	7908)	0.905263158
2	(13062	340	14717)	(14717	826	13062)	0.905263158
2	(13062	340	904)	(904	826	13062)	0.905263158
2	(13062	340	8314)	(8314	826	13062)	0.905263158
2	(13062	340	1091)	(1091	826	13062)	0.905263158
2	(6518	340	5387)	(5387	826	6518)	0.905263158
2	(3565	340	7719)	(7719	826	3565)	0.905263158
2	(13062	340	3938)	(3938	826	13062)	0.905263158
2	(1968	340	10747)	(10747	826	1968)	0.905263158
2	(9266	340	5387)	(5387	826	9266)	0.905263158
2	(13062	340	11394)	(11394	826	13062)	0.905263158
2	(13062	340	10110)	(10110	826	13062)	0.905263158
2	(12896	340	14836)	(14836	826	12896)	0.905263158
2	(3279	678	3511)	(3511	663	3279)	0.887850467
2	(4452	678	8598)	(8598	663	4452)	0.887850467
2	(3279	678	408)	(408	663	3279)	0.887850467
2	(3279	678	10788)	(10788	663	3279)	0.887850467
2	(3061	678	1136)	(1136	663	3061)	0.887850467
2	(3279	678	6935)	(6935	663	3279)	0.887850467
2	(9373	678	1091)	(1091	663	9373)	0.887850467
2	(3279	678	648)	(648	663	3279)	0.887850467
2	(9373	678	11394)	(11394	663	9373)	0.887850467
2	(7960	678	591)	(591	663	7960)	0.887850467
2	(6607	678	4507)	(4507	663	6607)	0.887850467
2	(11467	678	7147)	(7147	663	11467)	0.887850467
2	(6607	678	9209)	(9209	663	6607)	0.887850467
2	(11467	678	1136)	(1136	663	11467)	0.887850467
2	(7173	678	1899)	(1899	663	7173)	0.887850467
2	(9373	678	12982)	(12982	663	9373)	0.887850467
2	(3279	678	14360)	(14360	663	3279)	0.887850467
2	(3279	678	1222)	(1222	663	3279)	0.887850467
2	(5930	678	13238)	(13238	663	5930)	0.887850467
2	(3279	678	2493)	(2493	663	3279)	0.887850467
2	(12273	678	10110)	(10110	663	12273)	0.887850467
2	(4269	459	9197)	(9197	240	4269)	0.891304348
2	(4269	459	14866)	(14866	240	4269)	0.891304348
2	(4346	459	4047)	(4047	240	4346)	0.891304348
2	(11172	459	14288)	(14288	240	11172)	0.891304348
2	(11172	459	13920)	(13920	240	11172)	0.891304348
2	(9723	459	5788)	(5788	240	9723)	0.891304348
2	(9723	459	1066)	(1066	240	9723)	0.891304348
2	(4269	459	3285)	(3285	240	4269)	0.891304348
2	(11172	459	1641)	(1641	240	11172)	0.891304348
2	(4346	459	10771)	(10771	240	4346)	0.891304348
2	(4269	459	6605)	(6605	240	4269)	0.891304348
2	(4269	459	14137)	(14137	240	4269)	0.891304348
2	(11172	459	8283)	(8283	240	11172)	0.891304348
2	(11172	459	3467)	(3467	240	11172)	0.891304348
2	(4269	459	5074)	(5074	240	4269)	0.891304348
2	(11172	459	7043)	(7043	240	11172)	0.891304348
2	(11172	459	10142)	(10142	240	11172)	0.891304348
2	(11172	459	12570)	(12570	240	11172)	0.891304348
2	(11172	459	13309)	(13309	240	11172)	0.891304348
2	(4269	459	3115)	(3115	240	4269)	0.891304348
2	(9723	459	10756)	(10756	240	9723)	0.891304348
2	(11172	459	9788)	(9788	240	11172)	0.891304348
2	(11172	459	7708)	(7708	240	11172)	0.891304348
2	(4346	459	11948)	(11948	240	4346)	0.891304348
2	(11172	459	14275)	(14275	240	11172)	0.891304348
2	(11172	459	14)	(14	240	11172)	0.891304348
2	(13159	459	6186)	(6186	240	13159)	0.891304348
2	(11172	459	11581)	(11581	240	11172)	0.891304348
2	(9723	459	2591)	(2591	240	9723)	0.891304348
2	(11172	459	3285)	(3285	240	11172)	0.891304348
2	(11172	459	12101)	(12101	240	11172)	0.891304348
2	(9723	459	12650)	(12650	240	9723)	0.891304348
2	(4346	459	6186)	(6186	240	4346)	0.891304348
2	(4269	459	9208)	(9208	240	4269)	0.891304348
2	(11172	459	3757)	(3757	240	11172)	0.891304348
2	(11172	459	13752)	(13752	240	11172)	0.891304348
2	(4269	459	6562)	(6562	240	4269)	0.891304348
2	(9723	459	2340)	(2340	240	9723)	0.891304348
2	(4269	459	10771)	(10771	240	4269)	0.891304348
2	(9723	459	14674)	(14674	240	9723)	0.891304348
2	(11172	459	4892)	(4892	240	11172)	0.891304348
2	(4346	459	12904)	(12904	240	4346)	0.891304348
2	(4269	459	7195)	(7195	240	4269)	0.891304348
2	(9723	459	14465)	(14465	240	9723)	0.891304348
2	(11172	459	9512)	(9512	240	11172)	0.891304348
2	(4346	459	676)	(676	240	4346)	0.891304348
2	(4269	459	14830)	(14830	240	4269)	0.891304348
2	(9723	459	13745)	(13745	240	9723)	0.891304348
2	(11172	459	2522)	(2522	240	11172)	0.891304348
2	(4269	459	14224)	(14224	240	4269)	0.891304348
2	(4269	459	2340)	(2340	240	4269)	0.891304348
2	(11172	459	9156)	(9156	240	11172)	0.891304348
2	(3336	335	6715)	(6715	911	3336)	0.993079585
2	(8535	335	287)	(287	911	8535)	0.993079585
2	(8535	335	970)	(970	911	8535)	0.993079585
2	(3336	335	1765)	(1765	911	3336)	0.993079585
2	(3336	335	6536)	(6536	911	3336)	0.993079585
2	(3336	335	2340)	(2340	911	3336)	0.993079585
2	(8535	335	11773)	(11773	911	8535)	0.993079585
2	(3336	335	801)	(801	911	3336)	0.993079585
2	(3336	335	12886)	(12886	911	3336)	0.993079585
2	(3336	335	10894)	(10894	911	3336)	0.993079585
2	(8535	335	2655)	(2655	911	8535)	0.993079585
2	(8535	335	9905)	(9905	911	8535)	0.993079585
2	(3336	335	6623)	(6623	911	3336)	0.993079585
2	(8535	335	3320)	(3320	911	8535)	0.993079585
2	(8535	335	5339)	(5339	911	8535)	0.993079585
2	(3336	335	2957)	(2957	911	3336)	0.993079585
2	(8535	335	12552)	(12552	911	8535)	0.993079585
2	(3336	335	3725)	(3725	911	3336)	0.993079585
2	(8535	335	4592)	(4592	911	8535)	0.993079585
2	(3336	335	7537)	(7537	911	3336)	0.993079585
2	(8535	335	5457)	(5457	911	8535)	0.993079585
2	(8535	335	3731)	(3731	911	8535)	0.993079585
2	(8535	335	3316)	(3316	911	8535)	0.993079585
2	(3336	335	14199)	(14199	911	3336)	0.993079585
2	(3336	335	3830)	(3830	911	3336)	0.993079585
2	(8535	335	5573)	(5573	911	8535)	0.993079585
2	(3336	335	6060)	(6060	911	3336)	0.993079585
2	(3336	335	7351)	(7351	911	3336)	0.993079585
2	(8535	335	417)	(417	911	8535)	0.993079585
2	(3336	335	13437)	(13437	911	3336)	0.993079585
2	(8535	335	534)	(534	911	8535)	0.993079585
2	(3336	335	7161)	(7161	911	3336)	0.993079585
2	(8535	335	749)	(749	911	8535)	0.993079585
2	(3336	335	11888)	(11888	911	3336)	0.993079585
2	(3336	335	9633)	(9633	911	3336)	0.993079585
2	(8535	335	386)	(386	911	8535)	0.993079585
2	(3336	335	12768)	(12768	911	3336)	0.993079585
2	(3336	335	14675)	(14675	911	3336)	0.993079585
2	(8535	335	14748)	(14748	911	8535)	0.993079585
2	(3336	335	9662)	(9662	911	3336)	0.993079585
2	(8535	335	10287)	(10287	911	8535)	0.993079585
